@relation 'pacmanwithfood-weka.filters.unsupervised.attribute.Remove-R1-2,11-18,33-34-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,22'

@attribute goWest {T,F}
@attribute goEast {T,F}
@attribute goNorth {T,F}
@attribute goSouth {T,F}
@attribute ghost1 {T,F}
@attribute ghost2 {T,F}
@attribute ghost3 {T,F}
@attribute ghost4 {T,F}
@attribute disttoghost1 {0,1,2,3}
@attribute disttoghost2 {0,1,2,3}
@attribute disttoghost3 {0,1,2,3}
@attribute disttoghost4 {0,1,2,3}
@attribute direction_ghost1 {West,Stop,East,North,South}
@attribute direction_ghost2 {West,Stop,East,North,South}
@attribute direction_ghost3 {West,Stop,East,North,South}
@attribute direction_ghost4 {West,Stop,East,North,South}
@attribute best_dir_to_g1 {West,East,North,South,None}
@attribute best_dir_to_g2 {West,East,North,South,None}
@attribute best_dir_to_g3 {West,East,North,South,None}
@attribute best_dir_to_g4 {West,East,North,South,None}
@attribute score numeric
@attribute direction {West,East,North,South}
@attribute score1 numeric

@data
T,T,F,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,East,East,176,East,175
T,T,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,North,North,175,East,174
T,T,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,North,North,174,East,173
T,T,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,North,North,173,East,172
T,F,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,South,North,North,172,South,171
T,F,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,South,North,North,171,South,170
T,F,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,South,North,North,170,South,369
T,F,T,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,369,North,368
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,368,North,367
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,367,North,366
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,366,North,365
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,365,North,364
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,364,North,363
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,363,North,362
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,362,North,361
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,361,North,360
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,360,East,359
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,359,East,358
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,358,East,357
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,South,North,357,South,356
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,South,North,356,South,355
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,South,North,355,South,354
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,South,North,354,South,353
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,South,North,353,South,352
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,South,North,352,South,351
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,North,351,East,350
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,West,350,East,349
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,West,349,East,548
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,548,East,547
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,547,East,546
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,546,East,545
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,545,East,544
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,544,East,543
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,543,East,542
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,542,North,541
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,541,North,540
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,540,North,539
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,539,North,538
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,West,538,West,537
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,West,537,West,536
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,West,536,West,535
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,535,North,534
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,534,North,533
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,533,North,532
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,532,North,531
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,531,North,530
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,530,East,529
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,529,East,528
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,528,East,527
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,527,East,526
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,526,East,525
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,West,West,West,West,-1,West,-2
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,West,West,West,West,-2,West,-3
F,T,F,T,T,T,T,T,0,1,2,3,Stop,Stop,Stop,Stop,South,South,South,South,-3,South,196
F,F,T,T,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,South,South,South,196,South,695
F,T,T,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,East,East,695,East,794
T,T,F,F,F,T,T,T,3,0,1,2,Stop,Stop,Stop,Stop,None,East,East,East,794,East,1193
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,East,East,1193,East,1392
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1392,East,1791
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1791,East,1790
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1790,East,1789
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1789,East,1788
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1788,East,1787
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,1787,North,1786
F,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,North,1786,North,1785
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1785,East,1784
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1784,East,1783
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1783,East,1782
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,1782,East,1781
T,T,F,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,East,East,East,-1,East,-2
T,T,F,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,East,South,East,-2,South,-3
T,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,North,South,North,-3,South,-4
T,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,West,North,South,North,-4,South,-5
F,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,North,North,South,North,-5,South,-6
T,T,T,T,T,T,T,T,1,3,0,2,Stop,Stop,Stop,Stop,North,North,West,North,-6,West,193
T,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,East,None,East,193,West,192
T,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,East,None,East,192,West,191
T,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,East,None,East,191,West,190
F,T,F,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,South,East,None,East,190,South,189
F,T,T,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,South,North,None,North,189,South,188
F,T,T,T,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,South,North,None,North,188,South,187
T,T,T,F,T,T,F,T,0,2,3,1,Stop,Stop,Stop,Stop,West,North,None,North,187,West,186
T,T,F,F,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,East,186,West,185
T,T,T,F,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,North,North,None,North,185,North,184
T,F,T,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,North,North,None,North,184,North,183
T,F,T,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,North,North,None,North,183,North,182
T,F,F,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,West,182,West,181
T,T,F,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,West,181,West,180
T,T,F,T,T,T,F,T,0,1,3,2,Stop,Stop,Stop,Stop,West,West,None,West,180,West,379
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,West,379,West,378
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,378,North,377
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,377,North,376
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,376,North,375
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,375,North,374
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,West,374,West,373
T,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,373,North,372
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,372,North,371
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,371,North,370
T,F,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,North,None,North,370,North,369
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,369,East,368
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,368,East,367
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,367,East,366
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,366,East,365
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,East,None,East,365,East,364
T,T,F,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,South,None,East,364,South,363
F,T,T,T,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,South,None,East,363,South,362
T,T,T,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,East,362,West,361
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,East,361,West,360
T,T,F,F,F,T,F,T,2,0,3,1,Stop,Stop,Stop,Stop,None,West,None,East,360,West,559
F,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,559,East,558
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,558,East,557
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,557,East,556
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,556,East,555
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,555,East,554
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,Stop,None,None,None,East,554,East,553
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,-1,East,-2
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,-2,East,97
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,97,East,196
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,East,East,East,East,196,East,295
T,T,F,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,South,East,East,East,295,East,394
T,T,F,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,West,East,East,East,394,East,393
T,T,F,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,West,South,East,East,393,South,492
T,T,T,T,T,T,T,T,2,0,1,3,Stop,Stop,Stop,Stop,West,South,North,East,492,South,591
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,West,South,North,East,591,South,590
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,West,South,North,East,590,South,689
T,T,T,T,T,T,T,T,1,0,2,3,Stop,Stop,Stop,Stop,West,South,North,North,689,South,888
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,West,None,North,North,888,West,987
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,West,None,North,North,987,West,986
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,986,South,1085
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,1085,South,1084
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,1084,South,1083
T,T,T,T,T,F,T,T,0,3,1,2,Stop,Stop,Stop,Stop,South,None,North,North,1083,South,1282
T,T,T,F,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,1282,North,1281
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,1281,North,1280
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,1280,North,1279
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,1279,North,1278
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,1278,North,1277
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,North,1277,North,1376
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1376,East,1475
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1475,East,1474
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1474,East,1473
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1473,East,1472
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1472,East,1471
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1471,East,1470
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1470,East,1469
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1469,East,1568
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1568,East,1667
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1667,East,1766
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,Stop,Stop,None,None,North,East,1766,East,1865
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,Stop,Stop,None,None,North,East,1865,East,1864
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,Stop,Stop,None,None,North,East,1864,East,2063
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,2063,North,2162
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,2162,North,2261
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,North,None,2261,North,2260
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,Stop,Stop,None,None,West,None,2260,West,2259
T,T,T,T,T,T,T,T,3,2,1,0,West,West,North,North,West,North,East,North,-1,North,-2
T,T,T,T,T,T,T,T,3,2,1,0,South,North,East,North,West,North,East,North,-2,North,-3
T,T,T,T,T,T,T,T,3,1,2,0,North,North,South,North,West,West,East,East,-3,East,196
T,T,T,T,T,T,T,F,2,1,0,3,East,North,South,Stop,West,West,East,None,196,East,195
T,T,T,T,T,T,T,F,2,1,0,3,South,North,South,Stop,West,West,South,None,195,South,194
T,T,T,T,T,T,T,F,2,1,0,3,West,North,South,Stop,West,North,South,None,194,South,193
T,T,T,T,T,T,T,F,2,1,0,3,West,East,South,Stop,West,North,South,None,193,South,192
T,T,T,T,T,T,T,F,2,1,0,3,West,East,South,Stop,West,North,South,None,192,South,191
T,T,T,T,T,T,T,F,1,2,0,3,North,North,East,Stop,West,North,East,None,191,East,190
T,T,T,T,T,T,T,F,2,1,0,3,South,South,East,Stop,West,North,South,None,190,South,189
T,T,T,T,T,T,T,F,1,2,0,3,West,West,East,Stop,West,North,East,None,189,East,188
T,T,T,T,T,T,T,F,1,2,0,3,North,West,East,Stop,West,North,South,None,188,South,187
T,T,T,T,T,T,T,F,1,2,0,3,North,West,East,Stop,West,North,South,None,187,South,186
T,T,T,T,T,T,T,F,1,2,0,3,West,South,North,Stop,West,North,South,None,186,South,185
T,T,T,T,T,T,T,F,1,2,0,3,East,West,East,Stop,North,North,East,None,185,East,184
T,T,T,T,T,T,T,F,1,2,0,3,North,North,East,Stop,North,North,South,None,184,South,383
T,T,T,T,T,T,F,F,0,1,2,3,South,North,Stop,Stop,North,North,None,None,383,North,382
T,T,T,T,T,T,F,F,0,1,2,3,North,West,Stop,Stop,North,North,None,None,382,North,381
T,T,T,T,T,T,F,F,0,1,2,3,South,West,Stop,Stop,West,North,None,None,381,West,380
T,T,T,T,T,T,F,F,0,1,2,3,North,South,Stop,Stop,North,North,None,None,380,North,379
T,T,T,T,T,T,F,F,0,1,2,3,North,North,Stop,Stop,West,North,None,None,379,West,378
T,T,T,T,T,T,F,F,0,1,2,3,South,East,Stop,Stop,West,North,None,None,378,West,377
T,T,T,T,T,T,F,F,0,1,2,3,South,East,Stop,Stop,West,North,None,None,377,West,376
T,T,T,T,T,T,F,F,0,1,2,3,West,East,Stop,Stop,West,North,None,None,376,West,375
T,T,T,T,T,T,F,F,0,1,2,3,West,West,Stop,Stop,West,North,None,None,375,West,374
T,T,T,T,T,T,F,F,0,1,2,3,South,South,Stop,Stop,West,North,None,None,374,West,373
T,T,T,T,T,T,F,F,0,1,2,3,East,North,Stop,Stop,West,North,None,None,373,West,372
T,T,T,T,T,T,F,F,0,1,2,3,West,East,Stop,Stop,West,North,None,None,372,West,371
T,T,T,T,T,T,F,F,0,1,2,3,East,East,Stop,Stop,West,North,None,None,371,West,370
T,T,T,T,T,T,F,F,0,1,2,3,North,West,Stop,Stop,West,North,None,None,370,West,369
T,T,T,T,T,T,F,F,0,1,2,3,South,West,Stop,Stop,West,North,None,None,369,West,368
T,T,T,T,T,T,F,F,0,1,2,3,West,South,Stop,Stop,West,North,None,None,368,West,367
T,T,T,T,T,T,F,F,0,1,2,3,West,East,Stop,Stop,West,North,None,None,367,West,366
T,T,T,T,T,T,F,F,0,1,2,3,East,East,Stop,Stop,West,North,None,None,366,West,365
T,T,T,T,T,T,F,F,0,1,2,3,North,North,Stop,Stop,South,North,None,None,365,South,564
T,T,T,T,F,T,F,F,1,0,2,3,Stop,North,Stop,Stop,None,North,None,None,564,North,563
T,T,T,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,North,None,None,563,North,562
T,T,T,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,North,None,None,562,North,561
T,T,F,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,East,None,None,561,East,560
T,T,F,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,East,None,None,560,East,559
T,T,F,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,East,None,None,559,East,558
T,T,F,T,F,T,F,F,1,0,2,3,Stop,South,Stop,Stop,None,East,None,None,558,East,557
T,T,T,T,F,T,F,F,1,0,2,3,Stop,South,Stop,Stop,None,North,None,None,557,North,556
F,T,T,T,F,T,F,F,1,0,2,3,Stop,South,Stop,Stop,None,North,None,None,556,North,555
T,T,T,T,F,T,F,F,1,0,2,3,Stop,East,Stop,Stop,None,West,None,None,555,West,554
T,T,T,T,T,T,T,T,3,2,1,0,West,East,West,Stop,West,North,South,North,-1,North,-2
T,T,T,T,T,T,T,T,3,1,2,0,South,East,West,North,West,West,West,East,-2,East,197
T,T,T,T,T,T,T,F,2,0,1,3,West,South,West,Stop,West,West,West,None,197,West,196
T,T,T,T,T,T,T,F,2,1,0,3,West,South,West,Stop,West,West,West,None,196,West,195
T,T,T,T,T,T,T,F,2,1,0,3,West,East,North,Stop,West,West,South,None,195,South,194
T,T,T,T,T,T,T,F,2,1,0,3,North,South,East,Stop,West,West,East,None,194,East,193
T,T,T,T,T,T,T,F,2,1,0,3,West,South,East,Stop,West,West,East,None,193,East,192
T,T,T,T,T,T,T,F,2,1,0,3,West,North,South,Stop,West,West,South,None,192,South,191
T,T,T,T,T,T,T,F,2,1,0,3,West,South,South,Stop,West,West,South,None,191,South,190
T,T,T,T,T,T,T,F,2,1,0,3,West,South,West,Stop,West,West,West,None,190,West,189
T,T,T,T,T,T,T,F,2,0,1,3,North,North,West,Stop,West,West,West,None,189,West,188
T,T,T,T,T,T,T,F,2,0,1,3,North,South,East,Stop,West,West,East,None,188,East,187
T,T,T,T,T,T,T,F,2,1,0,3,North,East,North,Stop,West,West,South,None,187,South,186
T,T,T,T,T,T,T,F,2,1,0,3,South,West,North,Stop,West,West,South,None,186,South,185
T,T,T,T,T,T,T,F,2,1,0,3,South,West,North,Stop,West,North,South,None,185,South,384
T,T,T,T,T,T,F,F,1,0,2,3,South,North,Stop,Stop,West,North,None,None,384,North,383
T,T,T,T,T,T,F,F,1,0,2,3,South,North,Stop,Stop,West,North,None,None,383,North,382
T,T,T,T,T,T,F,F,1,0,2,3,North,West,Stop,Stop,West,North,None,None,382,North,381
T,T,T,T,T,T,F,F,1,0,2,3,North,West,Stop,Stop,West,West,None,None,381,West,380
T,T,T,T,T,T,F,F,1,0,2,3,North,East,Stop,Stop,West,West,None,None,380,West,379
T,T,T,T,T,T,F,F,1,0,2,3,North,North,Stop,Stop,West,North,None,None,379,North,378
T,T,T,T,T,T,F,F,1,0,2,3,South,North,Stop,Stop,West,West,None,None,378,West,377
T,T,T,T,T,T,F,F,1,0,2,3,North,North,Stop,Stop,West,North,None,None,377,North,376
T,T,T,T,T,T,F,F,1,0,2,3,North,North,Stop,Stop,West,North,None,None,376,North,375
T,T,T,T,T,T,F,F,1,0,2,3,East,East,Stop,Stop,West,West,None,None,375,West,374
T,T,T,T,T,T,F,F,1,0,2,3,East,West,Stop,Stop,West,West,None,None,374,West,373
T,T,T,T,T,T,F,F,1,0,2,3,East,West,Stop,Stop,West,West,None,None,373,West,572
T,T,T,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,South,None,None,None,572,South,571
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,South,None,None,None,571,South,570
T,T,F,F,T,T,T,T,2,0,1,3,East,East,East,South,East,East,East,East,-1,East,-2
T,T,F,F,T,T,T,T,2,0,1,3,East,East,East,South,East,East,East,East,-2,East,-3
T,T,F,F,T,T,T,T,2,0,1,3,South,South,East,East,East,East,East,East,-3,East,-4
T,T,F,T,T,T,T,T,2,0,1,3,South,South,East,South,East,East,East,East,-4,East,-5
T,T,F,T,T,T,T,T,2,0,1,3,South,North,East,East,South,South,East,East,-5,South,-6
T,F,T,T,T,T,T,T,2,0,1,3,West,West,West,North,South,South,North,South,-6,South,193
T,T,T,T,T,F,T,T,1,3,0,2,West,Stop,South,West,East,None,East,East,193,East,192
T,T,F,T,T,F,T,T,1,3,0,2,East,Stop,South,South,East,None,East,East,192,East,191
T,T,F,T,T,F,T,T,1,3,0,2,East,Stop,South,West,East,None,East,East,191,East,190
T,T,F,T,T,F,T,T,1,3,0,2,North,Stop,North,West,South,None,East,East,190,East,189
T,T,T,T,T,F,T,T,1,3,0,2,West,Stop,North,North,West,None,North,East,189,North,188
F,T,T,T,T,F,T,T,1,3,0,2,South,Stop,North,East,South,None,East,East,188,East,387
T,F,T,T,T,F,F,T,0,2,3,1,South,Stop,Stop,South,West,None,None,South,387,South,386
T,T,T,F,T,F,F,T,0,2,3,1,West,Stop,Stop,West,West,None,None,East,386,East,385
T,T,F,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,West,None,None,East,385,East,384
T,T,F,T,T,F,F,T,1,2,3,0,West,Stop,Stop,North,West,None,None,East,384,East,383
T,T,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,West,None,None,South,383,South,382
T,T,T,T,T,F,F,T,1,2,3,0,East,Stop,Stop,West,South,None,None,South,382,South,381
T,T,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,South,None,None,South,381,South,380
F,F,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,West,South,None,None,South,380,South,379
T,T,T,T,T,F,F,T,1,2,3,0,West,Stop,Stop,South,West,None,None,West,379,West,378
T,T,F,T,T,F,F,T,1,2,3,0,West,Stop,Stop,South,West,None,None,South,378,South,577
F,T,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,North,None,None,None,577,North,576
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,576,West,575
T,T,F,F,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,575,West,574
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,574,West,573
